,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities
464,Lonban Mosque,Mosque,4.3,181.0,"Mosque, Tourist attraction","Isfahan Province, Isfahan, Lonban St, MM22+CVX Lonban Mosque, mjtm` fny dwdy",Isfahan,Iran,Isfahan,,Religious,778.3,4.61,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
465,Mosalla Mosque,Mosque,4.1,170.0,"Mosque, Tourist attraction","Isfahan Province, Isfahan, Takht Foulad, Qashqaei, JMFG+XVF Mosalla Mosque",Isfahan,Iran,Isfahan,,Religious,696.9999999999999,4.61,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
466,Marnan bridge,Tourist attraction,4.7,158.0,"Tourist attraction, Historical landmark","Isfahan Province, Isfahan, Marnan, Marnan Bridge, JJRV+G9J Marnan bridge",Isfahan,Iran,Isfahan,,Entertainment,742.6,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
467,Assarkhaneh Shahi Museum,Museum,4.5,127.0,"Museum, Tourist attraction","Isfahan Province, Isfahan, `Sry, MM6H+937 Assarkhaneh Shahi Museum",Isfahan,Iran,Isfahan,,Cultural,571.5,4.54,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
468,Ladoor spring,Tourist attraction,4.3,119.0,Tourist attraction,"Isfahan Province, stn Sfhn, khmyny shhr,, chshmh ldr, PF43+R3P Ladoor spring",Isfahan,Iran,Isfahan,,Entertainment,511.7,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
469,Chaharbagh Plaza,Hiking area,4.5,117.0,Hiking area,"Isfahan Province, Isfahan, Chahar Bagh e Abbasi St, MM29+H9M Chaharbagh Plaza",Isfahan,Iran,Isfahan,,Nature,526.5,4.36,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
470,Shahrestan Bridge,Tourist attraction,4.5,113.0,Tourist attraction,"Isfahan Province, Isfahan, Salman Farsi St, JPG9+R3G Shahrestan Bridge",Isfahan,Iran,Isfahan,,Entertainment,508.5,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
471,Isargaran Park,Park,4.2,109.0,"Park, Tourist attraction","Isargaran Park, JMQV+43X, Isfahan, Isfahan Province",Isfahan,Iran,Isfahan,,Nature,457.8,4.36,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
472,Moshtagh Park,Park,4.3,108.0,"Park, Tourist attraction","Isfahan Province, Isfahan, Moshtaqh St, JMQQ+F38 Moshtagh Park",Isfahan,Iran,Isfahan,,Nature,464.4,4.36,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
473,Mellat Park,Park,4.3,103.0,"Park, Tourist attraction","Isfahan Province, Isfahan, Malek Shahr, Mellat St, PM92+V37 Mellat Park",Isfahan,Iran,Isfahan,,Nature,442.9,4.36,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
474,Imam Ali Mosque,Mosque,4.5,87.0,"Mosque, Tourist attraction","Imam Ali Mosque, MM8M+555, Isfahan, Isfahan Province",Isfahan,Iran,Isfahan,,Religious,391.5,4.61,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
475,Daryache Zeytoon,Park,4.4,85.0,"Park, Tourist attraction","Isfahan Province, Baharestan, Zeytoon, FQCF+M9Q Daryache Zeytoon",Isfahan,Iran,Isfahan,,Nature,374.00000000000006,4.36,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
476,Baam Esfahan,Tourist attraction,4.6,81.0,Tourist attraction,"Isfahan Province, Isfahan, Unnamed Road, HJRQ+GJQ Baam Esfahan",Isfahan,Iran,Isfahan,,Entertainment,372.59999999999997,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
477,Rokn Al-Molk Mosque,Mosque,4.4,76.0,"Mosque, Tourist attraction","Isfahan Province, Isfahan, Takht Foulad, khybn wlh, JMHM+HR9 Rokn Al-Molk Mosque",Isfahan,Iran,Isfahan,,Religious,334.40000000000003,4.61,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
478,Sarban Minaret,Historical place,4.4,73.0,"Historical place, Tourist attraction","Isfahan Province, Isfahan, Kamal St, MMCV+C9C Sarban Minaret",Isfahan,Iran,Isfahan,,Cultural,321.20000000000005,4.54,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
479,Ferdowsi Park,Park,4.3,72.0,"Park, Tourist attraction","Ferdowsi Park, VG6W+MFG, Shahin Shahr, Isfahan Province",Isfahan,Iran,Isfahan,,Nature,309.59999999999997,4.36,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
480,Chehel Dokhtaran,Historical place,4.4,70.0,"Historical place, Tourist attraction","Chehel Dokhtaran, MMFV+9P5, Isfahan, Isfahan Province",Isfahan,Iran,Isfahan,,Cultural,308.0,4.54,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
481,Imam Zadeh Esmaiel,Shrine,4.5,66.0,"Shrine, Tourist attraction","Imam Zadeh Esmaiel, MM7P+995, Isfahan, Isfahan Province",Isfahan,Iran,Isfahan,,Religious,297.0,4.61,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
482,Golestan Park,Park,4.1,55.0,"Park, Tourist attraction","Isfahan Province, Isfahan, Golestaneh Ave, PJ4Q+6HG Golestan Park",Isfahan,Iran,Isfahan,,Nature,225.49999999999997,4.36,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
483,Narin Castle,Historical landmark,4.5,545.0,"Historical landmark, Tourist attraction","Narin Castle, 62G7+GR3, Meybod, Yazd Province",Meybod,Iran,Yazd,,Cultural,2452.5,4.45,"Ardakan, Meybod, Yazd"
484,Funtastic Aquarium,Aquarium,4.3,1278.0,Aquarium,"Gilan Province, Bandar Anzali, mnTqh azd nzly,khylwmtr 5, Fatehi Blvd, FM3F+8XX Funtastic Aquarium",Bandar-anzali,Iran,Gilan,,Entertainment,5495.4,4.52,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
485,Pasdaran Park,Park,4.2,313.0,"Park, Tourist attraction","Pasdaran Park, FCJW+JX8, Bandar Anzali, Gilan Province",Bandar-anzali,Iran,Gilan,,Nature,1314.6000000000001,4.34,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
486,Anzali Palace Military Museum,History museum,4.4,249.0,History museum,"Anzali Palace Military Museum, FF87+HC5, Bandar Anzali, Gilan Province",Bandar-anzali,Iran,Gilan,,Cultural,1095.6000000000001,4.59,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
487,Ghazian Bridge,Bridge,4.5,187.0,"Bridge, Tourist attraction","Gilan Province, Bandar Anzali, Ghazian Bridge, FF89+576 Ghazian Bridge",Bandar-anzali,Iran,Gilan,,Cultural,841.5,4.59,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
488,Anzali Boulevard Park,City park,4.6,175.0,City park,"Anzali Boulevard Park, FFF7+88V, Bandar Anzali, Gilan Province",Bandar-anzali,Iran,Gilan,,Nature,804.9999999999999,4.34,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
489,khaneh haye rangy anzli,Tourist attraction,4.3,91.0,Tourist attraction,"bndr nzly,,, Gilan Province, Bandar Anzali, stn gyln,, Shohadaye Shomali Rd, FFC5+3HF khnh hy rngy nzly",Bandar-anzali,Iran,Gilan,,Entertainment,391.3,4.52,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
490,Bandar Anzali Beach,Tourist attraction,4.3,57.0,Tourist attraction,"Gilan Province, Bandar Anzali, khylwmtr 350, Bandar Anzali Beach, Anzali-Seaport New Western Breakwater",Bandar-anzali,Iran,Gilan,,Entertainment,245.1,4.52,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
491,bandar anzali,Tourist attraction,4.6,56.0,Tourist attraction,"bndr nzly, FG75+XQ3, Bandar Anzali, Gilan Province",Bandar-anzali,Iran,Gilan,,Entertainment,257.59999999999997,4.52,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
492,Anzali port wharf,Tourist attraction,4.5,51.0,Tourist attraction,"Gilan Province, Bandar Anzali, khnr gdhr bndrnzly,, FFJ5+7VC Anzali port wharf",Bandar-anzali,Iran,Gilan,,Entertainment,229.5,4.52,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
493,Tomb of Hafez,Memorial park,4.7,6838.0,"Memorial park, Historical landmark, Tourist attraction","Fars Province, Shiraz, District 3, khybn HfZyh, JHG5+899 Tomb of Hafez",Oshnavieh,Iran,Fars,,Nature,32138.600000000002,4.68,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
494,Mahabad dam,Tourist attraction,4.6,186.0,Tourist attraction,"West Azerbaijan Province, Mahabad, dywr sd, QP92+H4W Mahabad dam",Oshnavieh,Iran,West Azarbaijan,,Entertainment,855.5999999999999,4.58,"Jolfa, Khoy, Naqadeh, Orumiyeh, Oshnavieh, Urmia"
